Unnamed: 0,joburl,skill,designation,orgnization,experience,location,moredesc,salary,recruitername,recruiterdetails,jobpostingdate
1,https://www.naukri.com/job-listings-Openstack-Engineer-Python-C-C-Confidential-Hyderabad-5-to-10-years-180919000809?src=jobsearchDesk&sid=15692605188310&xp=2&px=2,"C++, C, Technical Training, OpenStack Engineer, Python",Openstack Engineer - Python/ C /C++,Confidential,5-10 yrs,Hyderabad,"  C++, C, Technical Training, OpenStack Engineer, Python ",  Not disclosed  ,  HR  ," Posted  by     HR    , 5 days ago ",5 days ago
2,https://www.naukri.com/job-listings-Data-Science-Engineer-Java-Python-Kanary-Staffing-Pvt-Ltd-Hyderabad-5-to-10-years-170919905374?src=jobsearchDesk&sid=15692605188310&xp=3&px=2,"Data Science, Java, REST API, NoSQL, Data Scientist, Machine Learning...",Data Science Engineer - Java/ Python,Kanary Staffing Pvt. Ltd.,5-10 yrs,Hyderabad,"  Data Science, Java, REST API, NoSQL, Data Scientist, Machine Learning... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 4 days ago ",4 days ago
3,https://www.naukri.com/job-listings-Python-Developer-Django-Framework-Kanary-Staffing-Pvt-Ltd-Hyderabad-5-to-10-years-170919905279?src=jobsearchDesk&sid=15692605188310&xp=4&px=2,"AngularJS, NoSQL, Django, PostgreSQL, Google Cloud Platform...",Python Developer - Django Framework,Kanary Staffing Pvt. Ltd.,5-10 yrs,Hyderabad,"  AngularJS, NoSQL, Django, PostgreSQL, Google Cloud Platform... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 4 days ago ",4 days ago
4,https://www.naukri.com/job-listings-Machine-Learning-Engineer-Python-java-r-Jocata-Financial-Advisory-Technology-Services-Pvt-Ltd-Hyderabad-3-to-5-years-170919901710?src=jobsearchDesk&sid=15692605188310&xp=5&px=2,"Tensorflow, Cloud Integration, Java, R, SAS, Javascript, Tableau...",Machine Learning Engineer - Python/java/r,Jocata Financial Advisory& Technology Services Pvt. Ltd.,3-5 yrs,Hyderabad,"  Tensorflow, Cloud Integration, Java, R, SAS, Javascript, Tableau... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 5 days ago ",5 days ago
5,https://www.naukri.com/job-listings-Senior-Analyst-Nlp-python-r-Confidential-Chennai-Hyderabad-3-to-5-years-170919009844?src=jobsearchDesk&sid=15692605188310&xp=6&px=2,"R, NLP, Open Source, Senior Analyst, Machine Learning, Algorithm, Analytics...",Senior Analyst - Nlp/python/r,Confidential,3-5 yrs,"Chennai, Hyderabad","  R, NLP, Open Source, Senior Analyst, Machine Learning, Algorithm, Analytics... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 6 days ago ",6 days ago
6,https://www.naukri.com/job-listings-Openstack-Engineer-Python-c-c-Confidential-Hyderabad-5-to-10-years-170919005041?src=jobsearchDesk&sid=15692605188310&xp=7&px=2,"Ubuntu, Redhat, C++, C, Debian, Linux, Openstack, Centos, Saltstack, Puppet",Openstack Engineer - Python/c/c++,Confidential,5-10 yrs,Hyderabad,"  Ubuntu, Redhat, C++, C, Debian, Linux, Openstack, Centos, Saltstack, Puppet ",  Not disclosed  ,  Humera  ," Posted  by     Humera    , 6 days ago ",6 days ago
7,https://www.naukri.com/job-listings-Django-Developer-Oops-python-Confidential-Hyderabad-5-to-10-years-170919004042?src=jobsearchDesk&sid=15692605188310&xp=8&px=2,"NoSQL, GIT, Django, Couchdb, Postgresql, XML, Django Developer, MySQL...",Django Developer - Oops/python,Confidential,5-10 yrs,Hyderabad,"  NoSQL, GIT, Django, Couchdb, Postgresql, XML, Django Developer, MySQL... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 4 days ago ",4 days ago
8,https://www.naukri.com/job-listings-Data-Scientist-IT-Consulting-Python-Kanary-Staffing-Pvt-Ltd-Hyderabad-2-to-7-years-160919911694?src=jobsearchDesk&sid=15692605188310&xp=9&px=2,"Data Science, IT Consulting, RDBMS, Data Scientist, Data Mining...",Data Scientist - IT Consulting - Python,Kanary Staffing Pvt. Ltd.,2-7 yrs,Hyderabad,"  Data Science, IT Consulting, RDBMS, Data Scientist, Data Mining... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 5 days ago ",5 days ago
9,https://www.naukri.com/job-listings-Data-Scientist-Python-r-sql-hadoop-Kanary-Staffing-Pvt-Ltd-Hyderabad-6-to-10-years-160919911689?src=jobsearchDesk&sid=15692605188310&xp=10&px=2,"Data Science, Java, R, RDBMS, Data Scientist, Artificial Intelligence...",Data Scientist - Python/r/sql/hadoop,Kanary Staffing Pvt. Ltd.,6-10 yrs,Hyderabad,"  Data Science, Java, R, RDBMS, Data Scientist, Artificial Intelligence... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 5 days ago ",5 days ago
10,https://www.naukri.com/job-listings-Software-Developer-Python-elastic-Stack-Authbase-Hyderabad-2-to-5-years-160919900854?src=jobsearchDesk&sid=15692605188310&xp=11&px=2,"Design, ElasticSearch, build, API, ELK Stack, Python",Software Developer - Python/elastic Stack,Authbase,2-5 yrs,Hyderabad,"  Design, ElasticSearch, build, API, ELK Stack, Python ",  Not disclosed  ,  HR  ," Posted  by     HR    , 7 days ago ",7 days ago
11,https://www.naukri.com/job-listings-Principal-Software-Engineer-c-golang-python-F5-NETWORKS-INNOVATION-PRIVATE-LIMITED-Hyderabad-13-to-23-years-130919005163?src=jobsearchDesk&sid=15692605188310&xp=12&px=2,"Golang, c++",Principal Software Engineer (c++/golang/python),F5 NETWORKS INNOVATION PRIVATE LIMITED,13-23 yrs,Hyderabad,"  Golang, c++ "," INR 25,00,000 - 40,00,000 PA.   ",  Recruiter  ," Posted  by     Recruiter    , 6 days ago ",6 days ago
12,https://www.naukri.com/job-listings-Python-Developer-Oracle-Bangalore-noida-hyderabad-Oracle-India-Pvt-Ltd-Bengaluru-Hyderabad-Noida-6-to-11-years-030919009890?src=jobsearchDesk&sid=15692605188310&xp=13&px=2,"Unix, Maven, Hudson, Python Developer, Devops, Jenkins, SED, GIT, Linux...",Python Developer: Oracle Bangalore/noida/hyderabad,Oracle India Pvt. Ltd.,6-11 yrs,"Bengaluru, Hyderabad, Noida","  Unix, Maven, Hudson, Python Developer, Devops, Jenkins, SED, GIT, Linux... ",  Not disclosed  ,  Oracle Recruiting Team  ," Posted  by     Oracle Recruiting Team    , 4 days ago ",4 days ago
13,https://www.naukri.com/job-listings-AWS-Devops-Engineers-it-Architectures-For-Multiple-Locations-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-2-to-4-years-210919000918?src=jobsearchDesk&sid=15692605188310&xp=14&px=2,"Application Development, Oracle SQL, Linux, Powershell, Technical Skills...",AWS Devops Engineers/it Architectures For Multiple Locations,Faxhion Technologies Private Limited,2-4 yrs,"Chennai, Hyderabad, Pune","  Application Development, Oracle SQL, Linux, Powershell, Technical Skills... "," INR 4,00,000 - 6,00,000 PA.   ",  HR  ," Posted  by     HR    , 2 days ago ",2 days ago
14,https://www.naukri.com/job-listings-Here-is-an-Huge-Requirement-For-Devops-Developers-Faxhion-Technologies-Private-Limited-Chennai-Hyderabad-Pune-0-to-2-years-210919000862?src=jobsearchDesk&sid=15692605188310&xp=15&px=2,"Application Development, Oracle SQL, Linux, Powershell, Technical Skills...",Here is an Huge Requirement For  Devops Developers,Faxhion Technologies Private Limited,0-2 yrs,"Chennai, Hyderabad, Pune","  Application Development, Oracle SQL, Linux, Powershell, Technical Skills... "," INR 2,00,000 - 4,00,000 PA.   ",  HR  ," Posted  by     HR    , 2 days ago ",2 days ago
15,https://www.naukri.com/job-listings-Opening-For-Python-Programming-with-Testing-contract-To-Hire-chen-CIEL-HR-Services-Pvt-Ltd-Chennai-Hyderabad-3-to-8-years-180919002019?src=jobsearchDesk&sid=15692605188310&xp=16&px=2,"Django, Automation Testing, Python",Job Opening For Python Programming with Testing(contract To Hire) chen,CIEL HR Services Pvt Ltd,3-8 yrs,"Chennai, Hyderabad","  Django, Automation Testing, Python ",  Not disclosed  ,  Aditya Mishra  ," Posted  by     Aditya Mishra    , 5 days ago ",5 days ago
16,https://www.naukri.com/job-listings-Bigdata-Architect-Java-Scala-Python-AVP-VP-Hyderabad-IFINTALENT-GLOBAL-PVT-LTD-Hyderabad-15-to-25-years-170919002958?src=jobsearchDesk&sid=15692605188310&xp=17&px=2,"Java, python, spark, kafka, j2ee, hdfs, hadoop nosql, hadoop, big data...",Bigdata Architect - Java / Scala / Python - AVP / VP - Hyderabad,IFINTALENT GLOBAL PVT LTD,15-25 yrs,Hyderabad,"  Java, python, spark, kafka, j2ee, hdfs, hadoop nosql, hadoop, big data... "," INR 35,00,000 - 55,00,000 PA.   ",  Seshadari  ," Posted  by     Seshadari    , 3 days ago ",3 days ago
17,https://www.naukri.com/job-listings-Applications-Engineer-PDK-Development-Synopsys-India-Pvt-Ltd-Hyderabad-3-to-8-years-270219006795?src=jobsearchDesk&sid=15692605188310&xp=18&px=2,"layout, scripting, eda, pdk, cad, pcell",Applications Engineer - PDK Development,Synopsys India Pvt. Ltd,3-8 yrs,Hyderabad,"  layout, scripting, eda, pdk, cad, pcell ",  Not disclosed  ,  Sarni T  ," Posted  by     Sarni T    ,  ",
18,https://www.naukri.com/job-listings-Senior-Devops-Engineer-PrimeSoft-IP-Solutions-Pvt-Ltd-Bengaluru-Hyderabad-6-to-10-years-260719009836?src=jobsearchDesk&sid=15692605188310&xp=19&px=2,"Shell Script, OpenShift / PCF, Docker / Kubernetes",Senior Devops Engineer,PrimeSoft IP Solutions Pvt Ltd,6-10 yrs,"Bengaluru, Hyderabad","  Shell Script, OpenShift / PCF, Docker / Kubernetes ",  Not disclosed  ,  C.Ganesan  ," Posted  by     C.Ganesan    , Today ",Today
19,https://www.naukri.com/job-listings-Manager-Marketing-Analytics-Real-Estate-Ace-of-Clubs-HR-Partners-Hyderabad-2-to-7-years-250819000081?src=jobsearchDesk&sid=15692605188310&xp=20&px=2,"Social Media, Marketing Budget, Google AdWords, Marketing Campaigns...",Manager - Marketing Analytics - Real Estate,Ace of Clubs HR Partners,2-7 yrs,Hyderabad,"  Social Media, Marketing Budget, Google AdWords, Marketing Campaigns... "," INR 6,00,000 - 8,00,000 PA.   ",  Arun Yadav  ," Posted  by     Arun Yadav    , Today ",Today
20,https://www.naukri.com/job-listings-Camera-Hal-isp-Engineer-Future-Focus-Infotech-Hyderabad-2-to-6-years-230919905473?src=jobsearchDesk&sid=15692605188310&xp=21&px=2,"Image Quality Testing, C++, C, QCOM, MTK, Image Processing, Device Driver...",Camera Hal/isp Engineer,Future Focus Infotech,2-6 yrs,Hyderabad,"  Image Quality Testing, C++, C, QCOM, MTK, Image Processing, Device Driver... ",  Not disclosed  ,  HR  ," Posted  by     HR    , Today ",Today
21,https://www.naukri.com/job-listings-Web-Analytics-Dell-International-Services-India-Private-Limited-Hyderabad-4-to-6-years-230919902441?src=jobsearchDesk&sid=15692605188310&xp=22&px=2,"Business Intelligence, Google Analytics, User Experience, Digital Marketing...",Web Analytics,Dell International Services India  Private Limited,4-6 yrs,Hyderabad,"  Business Intelligence, Google Analytics, User Experience, Digital Marketing... ",  Not disclosed  ,  HR  ," Posted  by     HR    , Today ",Today
22,https://www.naukri.com/job-listings-Advanced-3D-Process-Integration-and-Analytics-Modeling-Engineer-Micron-Semiconductor-Asia-Pte-Ltd-Hyderabad-3-to-6-years-230919900351?src=jobsearchDesk&sid=15692605188310&xp=23&px=2,"Process Flow, Process Development, Program Management, Solid Mechanics...",Advanced 3D Process Integration and Analytics Modeling Engineer,Micron Semiconductor Asia Pte Ltd,3-6 yrs,Hyderabad,"  Process Flow, Process Development, Program Management, Solid Mechanics... ",  Not disclosed  ,  HR  ," Posted  by     HR    , Today ",Today
23,https://www.naukri.com/job-listings-Senior-Developer-Backend-Dvara-Trust-Hyderabad-SP-Road-4-to-6-years-230919008393?src=jobsearchDesk&sid=15692605188310&xp=24&px=2,"cloud applications, web technologies, Full Stack Web Developer, backend",Senior Developer- Backend,Dvara Trust,4-6 yrs,Hyderabad(SP Road),"  cloud applications, web technologies, Full Stack Web Developer, backend ",  Not disclosed  ,  Yadha  ," Posted  by     Yadha    , Few Hours Ago ",Few Hours Ago
24,https://www.naukri.com/job-listings-Senior-Front-End-Developer-Dvara-Trust-Hyderabad-SP-Road-3-to-6-years-230919007808?src=jobsearchDesk&sid=15692605188310&xp=25&px=2,"front end, Software Development, version control, web technologies...",Senior Front End Developer,Dvara Trust,3-6 yrs,Hyderabad(SP Road),"  front end, Software Development, version control, web technologies... ",  Not disclosed  ,  Yadha  ," Posted  by     Yadha    , Few Hours Ago ",Few Hours Ago
25,https://www.naukri.com/job-listings-Hiring-For-ETL-Developer-RLABS-ENTERPRISE-SERVICES-LTD-Hyderabad-Banjara-hills-3-to-8-years-230919005005?src=jobsearchDesk&sid=15692605188310&xp=26&px=2,"sql, etl, informatica, spark, big data, big data developer, ETL Developer...",Hiring For ETL Developer,RLABS ENTERPRISE SERVICES LTD.,3-8 yrs,Hyderabad(Banjara hills),"  sql, etl, informatica, spark, big data, big data developer, ETL Developer... ",  Not disclosed  ,  Pratheepa  ," Posted  by       Pratheepa    , Today ",Today
26,https://www.naukri.com/job-listings-Senior-Fusion-Middleware-Administrator-SYNTAX-SYSTEMS-PRIVATE-LIMITED-Hyderabad-Mumbai-Mumbai-Suburbs-Navi-Mumbai-10-to-15-years-230919002135?src=jobsearchDesk&sid=15692605188310&xp=27&px=2,"Fusion Middleware Administrator, SOA, Webcenter, OBIEE...",Senior Fusion Middleware Administrator,SYNTAX SYSTEMS PRIVATE LIMITED,10-15 yrs,"Hyderabad, Mumbai, Mumbai Suburbs, Navi Mumbai","  Fusion Middleware Administrator, SOA, Webcenter, OBIEE... ",  Not disclosed  ,  Sai Krishna  ," Posted  by     Sai Krishna    , Today ",Today
27,https://www.naukri.com/job-listings-Foxpro-Developer-role-Object-Technology-Solutions-India-Pvt-Ltd-Hyderabad-4-to-9-years-200919007247?src=jobsearchDesk&sid=15692605188310&xp=28&px=2,"visual foxpro, foxpro",Foxpro - Developer(role),Object Technology Solutions India Pvt. Ltd,4-9 yrs,Hyderabad,"  visual foxpro, foxpro "," INR 5,00,000 - 15,00,000 PA.   ",  Uma Nageswar  ," Posted  by     Uma Nageswar    ,  ",
28,https://www.naukri.com/job-listings-Software-Development-Engineer-Test-Selenium-webservices-Testing-Varite-India-Hyderabad-4-to-8-years-190919906136?src=jobsearchDesk&sid=15692605188310&xp=29&px=2,"Java, Webservices Testing, Database Testing, Automation Testing, Selenium...",Software Development Engineer - Test - Selenium/webservices Testing,Varite India,4-8 yrs,Hyderabad,"  Java, Webservices Testing, Database Testing, Automation Testing, Selenium... ",  Not disclosed  ,  HR  ," Posted  by     HR    , Today ",Today
29,https://www.naukri.com/job-listings-Java-Developer-Web-Application-Development-Varite-India-Hyderabad-6-to-8-years-190919902432?src=jobsearchDesk&sid=15692605188310&xp=30&px=2,"Java, oracle, Design Patterns, JSP, OOAD, J2EE, Web Application Development...",Java Developer - Web Application Development,Varite India,6-8 yrs,Hyderabad,"  Java, oracle, Design Patterns, JSP, OOAD, J2EE, Web Application Development... ",  Not disclosed  ,  HR  ," Posted  by     HR    , Today ",Today
30,https://www.naukri.com/job-listings-Immediate-Openings-For-Net-Developers-Hyderabad-Location-Intelliswift-Software-India-Pvt-Ltd-Hyderabad-5-to-8-years-140919005357?src=jobsearchDesk&sid=15692605188310&xp=31&px=2,"c#, Angularjs, Rest, .net core, .net, Node.Js, WCF, MVC, Net, soap",Immediate Openings For .Net Developers @ Hyderabad Location,Intelliswift Software (India) Pvt. Ltd,5-8 yrs,Hyderabad,"  c#, Angularjs, Rest, .net core, .net, Node.Js, WCF, MVC, Net, soap "," INR 5,00,000 - 15,00,000 PA.   ",  Arshad  ," Posted  by     Arshad    , Today ",Today
31,https://www.naukri.com/job-listings-Architect-ASIC-Micron-Semiconductor-Asia-Pte-Ltd-Hyderabad-10-to-20-years-050919000271?src=jobsearchDesk&sid=15692605188310&xp=32&px=2,"ufs, ssd, usb, soc, mipi, lpddr, CPU, rtl, verilog, Scripting, emmc, ddr...","Architect, ASIC",Micron Semiconductor Asia Pte Ltd,10-20 yrs,Hyderabad,"  ufs, ssd, usb, soc, mipi, lpddr, CPU, rtl, verilog, Scripting, emmc, ddr... ",  Not disclosed  ,  Bhargavi Krishna Divi  ," Posted  by     Bhargavi Krishna Divi    ,  ",
32,https://www.naukri.com/job-listings-Immediate-Openings-For-Net-Developers-hyderabad-Location-Intelliswift-Software-India-Pvt-Ltd-Hyderabad-5-to-8-years-040919011813?src=jobsearchDesk&sid=15692605188310&xp=33&px=2,"c#, Angularjs, Rest, .net core, .net, Node.Js, WCF, MVC, Net, soap",Immediate Openings For .Net Developers @hyderabad Location,Intelliswift Software (India) Pvt. Ltd,5-8 yrs,Hyderabad,"  c#, Angularjs, Rest, .net core, .net, Node.Js, WCF, MVC, Net, soap "," INR 5,00,000 - 15,00,000 PA.   ",  Prasanna  ," Posted  by     Prasanna    , Today ",Today
33,https://www.naukri.com/job-listings-AWS-Devops-Senior-Architect-IMI-Mobile-Private-Limited-Hyderabad-5-to-9-years-170919003213?src=jobsearchDesk&sid=15692605188310&xp=34&px=2,"Administration, Amazon Ec2, software development, Cloud Foundry, AWS",AWS Devops Senior Architect,IMI Mobile Private Limited,5-9 yrs,Hyderabad,"  Administration, Amazon Ec2, software development, Cloud Foundry, AWS "," INR 15,00,000 - 27,50,000 PA.   ",  Mahan Prasad  ," Posted  by     Mahan Prasad    , 2 days ago ",2 days ago
34,https://www.naukri.com/job-listings-Applications-Engineer-Physical-Verification-For-HYD-Location-Synopsys-India-Pvt-Ltd-Hyderabad-5-to-10-years-210819003315?src=jobsearchDesk&sid=15692605188310&xp=35&px=2,"layout, scripting, eda, pdk, cad, pcell",Applications Engineer - Physical Verification For HYD Location,Synopsys India Pvt. Ltd,5-10 yrs,Hyderabad,"  layout, scripting, eda, pdk, cad, pcell ",  Not disclosed  ,  Sarni T  ," Posted  by     Sarni T    , 2 days ago ",2 days ago
35,https://www.naukri.com/job-listings-Informatica-Etl-Developer-Guru-Gowri-Krupa-Technologies-Private-Limited-Hyderabad-5-to-7-years-190919005020?src=jobsearchDesk&sid=15692605188310&xp=36&px=2,"informatica developer, data modeling, olap developer...",Informatica Etl Developer,Guru Gowri Krupa Technologies Private Limited,5-7 yrs,Hyderabad,"  informatica developer, data modeling, olap developer... "," INR 9,00,000 - 13,00,000 PA.   ",  Agni  ," Posted  by     Agni    , 2 days ago ",2 days ago
36,https://www.naukri.com/job-listings-Web-Application-Developer-Java-perl-python-VIPSA-TALENT-SOLUTIONS-PRIVATE-LIMITED-Hyderabad-3-to-5-years-180919006497?src=jobsearchDesk&sid=15692605188310&xp=37&px=2,"Product Development, Java, Web Technologies, Perl...",Web Application Developer - Java/perl/python,VIPSA TALENT SOLUTIONS PRIVATE LIMITED,3-5 yrs,Hyderabad,"  Product Development, Java, Web Technologies, Perl... ",  Not disclosed  ,  Santosh Kumar Kumar  ," Posted  by     Santosh Kumar Kumar    , 5 days ago ",5 days ago
37,https://www.naukri.com/job-listings-Python-Developer-Enlume-Technologies-Private-Limited-Hyderabad-Bandlaguda-3-to-4-years-170919010830?src=jobsearchDesk&sid=15692605188310&xp=38&px=2,"CSS, Sockets, Django, Web Technologies, Javascript, HTML, Tornado, ORM...",Python Developer,Enlume Technologies Private Limited,3-4 yrs,Hyderabad(Bandlaguda),"  CSS, Sockets, Django, Web Technologies, Javascript, HTML, Tornado, ORM... ",  Not disclosed  ,  Divya G  ," Posted  by     Divya G    , 6 days ago ",6 days ago
38,https://www.naukri.com/job-listings-SOA-Administrator-TEAMLEASE-DIGITAL-PRIVATE-LIMITED-Hyderabad-5-to-10-years-230919009860?src=jobsearchDesk&sid=15692605188310&xp=39&px=2,"Oracle BPEL, fusion middleware admin, SOA Administrator...",SOA Administrator,TEAMLEASE DIGITAL PRIVATE LIMITED,5-10 yrs,Hyderabad,"  Oracle BPEL, fusion middleware admin, SOA Administrator... "," INR 5,00,000 - 15,00,000 PA.   ",  Krishna Vij  ," Posted  by     Krishna Vij    , Few Hours Ago ",Few Hours Ago
